brands_tag,brands,sample_codes,count,row_number
sicard,Sicard,"[3608734749317, 3608734047628, 3608733968306, 0217870041068, 3608733412700, 3608734126989, 3608734748815, 3608737778727, 3608737783578, 3608734418084, 3608734749409, 16087343, 3608734130290, 3608733968337, 3608733968450, 3608733333524, 3608734749454, 3608732235454, 3608732262115, 3608732298275]",122,1
les-gourmandises-de-sophie,Les Gourmandises De Sophie,"[3700345905110, 3700345909606, 3700345904120, 3700345905127, 3700345904540, 3700345902348, 3700345904175, 3700345907541, 3700345908623, 3700345909538, 3700345911302, 3700345907596, 3700345906179, 3700345908852, 3700345902294, 3700345901624, 3700345909569, 3700345906223, 3700345907121, 3700345947790]",122,1
casa-modena,Casa Modena,"[8004225043172, 8004225059487, 8004225913123, 8004225045107, 8436549650420, 8004225054949, 5745000332335, 8004225012888, 8004225005651, 5745000332328, 8004225042113, 8004225013199, 8004225059944, 5745000332052, 8004225018187, 8004225055953, 8004225044889, 8004225044933, 8004225013168, 8004225056929]",122,1
giampaoli,Giampaoli,"[8003040014602, 8003040012141, 8003040002081, 8003040018044, 8003040014596, 8003040001824, 8003040024304, 8003040025233, 8003040022881, 8003040001206, 8003040021518, 8003040021860, 8003040021655, 8003040013711, 8003040001831, 8003040019201, 8003040022867, 8003040018860, 8003040019522, 8003040019645]",122,1
la-conquete-des-saveurs,La Conquête des Saveurs,"[32802512738080374340, 3390120016140, 3390126000761, 3390126000051, 3390128000158, 3390120011756, 3390120016188, 3390122202701, 3390122206358, 3390120010384, 3390120016096, 3390120020512, 3390120015167, 3390120015198, 3390126000358, 3390122201308, 3390120011671, 3390122205184, 3390126000303, 3390122206372]",122,1
le-bois-jumel,Le Bois Jumel,"[3176630006181, 3176630301101, 3176630010218, 3176630002732, 3176630004422, 3176630901103, 3176630002725, 3176630020200, 3176630020279, 3176630020255, 3176630002817, 3176630004323, 3176630600204, 3176630120009, 3176630601058, 3176630006273, 3176630002534, 3176630007225, 3176630002770, 3176630010171]",122,1
good-gout,Good Goût,"[3760269314771, 3760269313651, 3760269310056, 3770002327050, 3770002327081, 3770002327210, 3770002327418, 3770002327432, 3770002327470, 3770002327845, 3760269310988, 3760269312555, 3760269311183, 3760269313002, 3760269311169, 3760269311282, 3760269314313, 3760269313781, 3760269315235, 3770002327524]",122,1
english-tea-shop,English Tea Shop,"[0680275040460, 0680275029168, 0680275036173, 0680275047339, 0680275055860, 0680275053026, 0620215029780, 0680275028086, 0680275034858, 0680275052302, 0680275057208, 0680275048114, 0680275059080, 0680275057888, 0680275056546, 0680275057833, 0680275063261, 0680275036203, 0680275040439, 0680275059929]",121,1
monini,Monini,"[8005510009170, 8005510001730, 80053811, 08003835, 8005510010039, 8005510008852, 8005510008913, 8005510009972, 80502876, 8005510004113, 8005510001860, 8005510007275, 80508939, 80053859, 8005510003703, 8005510005721, 8005510006636, 0412142671718, 8005510005844, 8005510005080]",121,1
l-atelier-bernard-marot,L'atelier Bernard Marot,"[3760280490133, 3760280490805, 3760280490867, 3760280490126, 3770004388813, 3760280490430, 3760280490645, 3760280490751, 3770004388226, 3760280490461, 3760280490935, 3760280490379, 3760280490911, 3760280490270, 3760280490096, 3760280490706, 3760280490690, 3770004388127, 3770004388233, 3770004388578]",121,1
chocolaterie-castelain,Chocolaterie Castelain,"[3514280180552, 3514280122705, 3514280139345, 3514280118401, 3514280107184, 3514280107399, 3514280122514, 3514280105630, 3514280152030, 3514280112942, 3514280115080, 3514280116223, 3514280136559, 3514280150098, 3514280125867, 3514280118395, 3514280123894, 3514280150074, 3514280104817, 3514280105920]",121,1
bavaria,Bavaria,"[87316667, 8714800025010, 8714800011310, 8714800026956, 87316674, 87316728, 8714800049689, 8714800030779, 8714800039499, 8714800025706, 8714800019828, 7702004003461, 8714800043519, 8714800035989, 8714800048378, 8714800047050, 8714800003124, 8714800025690, 8714800029179, 8714800048286]",121,1
lattebusche,Lattebusche,"[8000212060894, 8000212030057, 8000212000104, 8000212000036, 8000212030132, 8000212031832, 8000212040537, 8000212000159, 8032644730137, 8000212000005, 8000212040780, 8000212040698, 8000212040834, 8000212060337, 8000212040629, 8000212060511, 8000212020065, 8000212040063, 8000212040018, 8000212060924]",121,1
pran,Pran,"[0841165105809, 0831730001742, 0831730000271, 0831730002121, 0841165138067, 0841165141432, 0831730005276, 0831730001247, 0841165139361, 0831730006464, 0831730001056, 0841165106530, 0831730000295, 0831730005627, 0831730009755, 0831730000905, 0831730001681, 0831730003388, 0841165105854, 0831730000677]",121,1
ringnes-as,Ringnes as,"[7044610874876, 7044610874555, 7044610874593, 7044610874265, 7044610874272, 7044611874608, 7044610874777, 7044611875469, 5740700986703, 7044610874937, 7044610870571, 7044610874913, 7044610876276, 7310070786937, 6415600555098, 7045710033033, 7044610875996, 5010677551311, 7044610047607, 7044610874517]",121,1
tabasco,Tabasco,"[0011210009219, 0011210000308, 0011210006515, 0011210007048, 0011210625051, 0011210003453, 0011210009882, 0011210009585, 5010338400477, 0011210001626, 0011210007352, 0011210135154, 0011210222038, 01121148, 8714100810491, 8710522732915, 0011210009516, 0011210694033, 0011210005037, 0011210000032]",121,1
agrisicilia,Agrisicilia,"[8017139104686, 8017139101579, 8017139107373, 8017139103603, 8017139102675, 8017139115705, 8017139102002, 8017139106451, 8017139106192, 8017139105188, 8017139104297, 8017139106222, 8017139102101, 8017139105898, 8017139106246, 8017139104914, 8017139103818, 8034034860837, 8017139105201, 8017139104778]",121,1
manna,Manna,"[5412723020022, 5412723060073, 8906008350470, 14127235, 5412723300537, 5412723300919, 0058449708018, 8809550480100, 5412723020015, 5601721211215, 5601721734219, 7090016036790, 5601721853743, 5412723501750, 5412723046022, 7090016035670, 8906008354508, 8906008350500, 5601721211208, 5412723060158]",121,1
orlando,Orlando,"[8410066132195, 0053760452206, 8410066109043, 8410066651764, 8410066125081, 8410066135172, 9374116306068, 8410066142484, 0053760461550, 69596438, 8410066072064, 8410066129157, 8410066129218, 4056489024705, 20304881, 8410066123483, 8410066106707, 4056489368083, 8410066114931, 20307288]",121,1
select,Select,"[20489342, 8006280600697, 8006280021218, 8006280600017, 8006280021058, 0008582001550, 0810011190085, 4898118916223, 8006280010823, 4898118926659, 8006280030418, 4898118964439, 4898118938317, 7898617450133, 11302734, 4898118958940, 02323725, 20058494, 4898118917145, 8006280610221]",121,1
cristaline,Cristaline,"[3254381058700, 2911348928922, 3254382058709, 0326884000100, 32543800084930, 10801758, 60115867, 3254381055846, 3254381053835, 8271380008470, 01255850, 3274080004303, 6194001801101, 6288112783477, 3254380448564, 3254381025887, 3254382018000, 3254382048359, 3254382049899, 3254385026101]",121,1
natco,Natco,"[5013531621137, 5013531095020, 5013531270380, 5013531003018, 0044530997416, 5013531733465, 5013531621762, 5013531940955, 5013531820264, 5013531470230, 5013531998536, 5013531730372, 5013531094979, 5013531940764, 5013531350457, 5013531210102, 0074670256302, 5013531730648, 5013531500173, 5013531004480]",121,1
pierre-schmidt,Pierre Schmidt,"[3234510066080, 3234510062020, 3234510017181, 2628759084829, 3234510014906, 3237550026342, 2985769014933, 3234510025711, 3234510025735, 3234510060354, 3234510060392, 3234510107400, 3237550020449, 3237550020463, 3237550029213, 3234510209005, 3234510065465, 3237550070130, 0323451004201, 3237550026625]",121,1
sunset,Sunset,"[0057836930032, 0057836021259, 0057836020931, 0057836168268, 0057836500020, 0057836000070, 0057836000681, 0057836021952, 0057836000230, 0057836168244, 08321121, 0057836021907, 0057836022607, 0760695021901, 0578369459376, 0057836168282, 0057836022416, 0057836000124, 0057836000216, 0057836000087]",121,1
pastene,Pastene,"[0066086020707, 0066086110057, 0066086142003, 0066086070986, 0066086094104, 0066086080220, 0066086143260, 0066086140016, 0066086120704, 0066086070047, 0066086094807, 0066086140801, 0066086010180, 0066086130277, 14587856, 0066086020905, 0066086011231, 0066086062400, 0066086110101, 0066086062479]",121,1
purely-elizabeth,Purely Elizabeth,"[0855140002502, 0855140002564, 0810589031629, 0003993776499, 0810589031971, 0810589032183, 0810589031711, 0855140002083, 0810589031728, 0810589031957, 0810589032022, 0810589031889, 0810589030004, 0810589030349, 0855140004667, 0810589031551, 0855140002199, 0855140002281, 0855140002298, 0855140002311]",121,1
biedronka,Biedronka,"[5902487130094, 5907180315908, 5907180327116, 08791061, 5904542680957, 5907180312211, 2950610020777, 2930750003120, 5906425150700, 8058268352319, 5908234813296, 4002309002071, 5907437367254, 5901874905079, 4006894358506, 5906190372710, 8410762866066, 4023800892626, 5907554479823, 5900120072138]",121,1
tann,Tann,"[9100200099703, 9100200544067, 2288933005431, 2288566008878, 9100200099758, 2288666005258, 9100200321019, 9100200098003, 9100200521631, 9100200098133, 9100200102854, 9100200100157, 9100200521532, 9100200101970, 9100200098614, 9100200539964, 9100200100164, 9100200098942, 9100200100317, 9100200101666]",121,1
socado,Socado,"[8000017214515, 8000017420367, 8000017421265, 8000017102119, 8000017157249, 8000017062055, 8000017411082, 8000017730091, 8000017102126, 8000017411167, 8000017430069, 8000017271136, 8000017271082, 8000017125064, 8000017125217, 8000017121219, 8000017061072, 8000017120366, 8000017061089, 8000017125132]",121,1
biraben,Biraben,"[3292320041888, 3292320045473, 3292320049068, 3292320048641, 3292320041048, 3292320044438, 3292320041673, 3292320031063, 3292320040256, 3292320041642, 3292320046043, 3292320049020, 3292320041680, 3292320040263, 3292320040614, 3292320040669, 3292320040676, 3292320041338, 3292320041659, 3292320041956]",120,1
reggano,Reggano,"[4099100127805, 4099100002904, 4099100108613, 4099100298543, 0099142329711, 4099100002867, 4099100276626, 4061462587788, 4099100329728, 0041498193263, 4099100334395, 4099100002942, 4099100321272, 4099100182552, 4099100329841, 4099100345223, 0041004345155, 4099100030273, 4099100003017, 4061462686092]",120,1
yoga,"Yoga, Conserve Italia","[8001440130175, 8001440119842, 8001440134333, 8001440118654, 8001440133039, 8001440122866, 8001440128134, 8001440133022, 8001440112386, 8001440130908, 8001440129209, 8001440114236, 8001440114298, 8001440133725, 8001440127540, 8001440133336, 8001440116032, 8001440130304, 8001440129469, 8001440114168]",120,1
el-mexicano,El Mexicano,"[0042743250991, 0042743127705, 0042743127439, 0217163806015, 09465541, 0042743170190, 0042743230597, 0042743280011, 0042743280035, 0042743230047, 0042743230542, 0042743300948, 0042743127354, 0042743300825, 0042743125305, 0042743231129, 0042743123769, 0042743170282, 0042743170817, 0042743180045]",120,1
hugo-reitzel,Hugo Reitzel,"[7610161124533, 7601161127497, 7610161124670, 7610161124168, 7610161608019, 7610161800871, 7610161127893, 7610161120627, 7610161127299, 7610161127572, 7610161120337, 3701037407035, 7610161128340, 7610161025786, 7610161125516, 7610161127701, 3022820007820, 3022820008001, 7610161121310, 7610161128524]",120,1
cremo,Cremo,"[7610434012208, 7610434012505, 7612300532353, 7610434012086, 8850387006384, 8850387006391, 7610434532843, 7610434012192, 7610434014219, 7610434012161, 7610434014523, 7610553511507, 7640145770425, 7640145773006, 8850387009705, 7610434012512, 7610434511145, 7610434016640, 7610434018958, 7610434018996]",120,1
bisson,Bisson,"[3760005925049, 3380380099533, 13975975, 3760005065585, 3380380105098, 3380380096679, 3380380079115, 3380380079924, 3380380079931, 3380380082801, 3760005005079, 3760005020348, 3760005025602, 3760005045013, 12597598, 3335440285210, 3380380088803, 3380380105579, 3380380092930, 9384340083925]",120,1
ben-s,Ben's,"[4002359014703, 4002359014826, 16901128, 5410673005359, 4002359014765, 5010034011359, 5010034011601, 5010034014626, 3487400005465, 5410673004284, 3487400005380, 5410673005458, 5010034013674, 5010034011328, 5010034010574, 5010034012813, 5010034015098, 3487400007063, 3487400006776, 3487400007025]",120,1
hanover,Hanover,"[0028800130369, 0028800130758, 0028800146193, 0028800158011, 0028800279853, 0028800290315, 0028800293859, 0028800294108, 0028800294412, 0028800296911, 0028800290001, 0028800103219, 0028800103134, 0028800126812, 0028800131403, 0028800134367, 0028800145929, 0028800163053, 0028800290551, 0028800293118]",120,1
maison-prunier,Maison Prunier,"[2477871021584, 3350241010113, 2470746012991, 2470746014766, 2470746015022, 2477853018434, 2477853019424, 2477858017326, 3350240730166, 2470746019686, 2477853020017, 2477871020075, 3350240058819, 3350240040111, 3350240670165, 2477860035554, 3350240540277, 2470746017385, 53436061, 2470746017125]",120,1
armour,Armour,"[0027815179691, 7610294101067, 0050100504380, 11410069399720005, 0027815118294, 0027815291997, 0050100222116, 0017000014708, 0017000016863, 0017000019260, 0027815002340, 0027815002357, 0030900660899, 0030900660905, 0054100029034, 0054100375704, 0054100833402, 7610294304307, 0046600033871, 0027815003484]",120,1
castagno,Castagno,"[8013885051656, 8013885080175, 8013885010165, 8013885051311, 8013885050413, 8013885050710, 8013885040810, 8013885051748, 8013885010134, 8013885051779, 8013885051359, 8013885080229, 8013885040827, 8013885030026, 8013885030194, 8013885040421, 8013885060054, 80404170, 8013885050840, 8013885051762]",120,1
ortiz,Ortiz,"[8411320750209, 8411320750117, 8411320895092, 8411320739006, 8411320302101, 8411320283059, 8411320332900, 8411320801000, 8412600050705, 8412600552452, 8411320235003, 8411320282700, 8411320105016, 10069660, 8411320722701, 8411320284902, 8411320211120, 8411320234006, 8411320239001, 8411320282977]",120,1
le-roy-rene,Le Roy René,"[3102621005253, 3102621015849, 3102621010714, 3102621009671, 3102621012053, 3102621016778, 3102621013364, 3102621014705, 3102621013975, 3102621001514, 3102621002191, 3102621003303, 3102621003501, 3102621003846, 3102621004959, 3102621010325, 3102621010837, 3102621010882, 3102621013456, 3102621012060]",120,1
primal-kitchen,Primal Kitchen,"[0856769006346, 0855232007927, 0855232007873, 0855232007415, 0840224600064, 0850004639801, 0540699000122, 0850004639085, 0840224600019, 0856769006919, 0863699000115, 0863699000191, 0850004639658, 0856769006162, 0856769006834, 0850004639931, 0840224600262, 0663690024048, 0856769006841, 0856769006575]",120,1
alain-ducasse,Alain Ducasse,"[3700829003912, 3700829006838, 3700829007798, 3700829005688, 3700829001949, 3700829006197, 3700829008306, 3700829006067, 3700829000447, 3700829000515, 3700829000263, 3700829000331, 3700829000508, 3700829000553, 3700829000645, 3700829004032, 3700829004056, 3700829006555, 3700829008641, 3700829008177]",120,1
artica,Artica,"[8000934005081, 8012488009484, 8000934003780, 8012488000191, 8001916004801, 8000934004343, 8000934004855, 8012488006193, 8012488009439, 8012488000269, 8012488000238, 8000934005098, 8000934004015, 8012488009415, 8000934003643, 8001916003651, 8001916003743, 8001916004054, 8000934003117, 8000934005067]",120,1
tasty-bite,Tasty Bite,"[0782733620129, 0058496465162, 0782733000204, 0782733013518, 0782733020134, 0782733020547, 0058496465186, 8888626607993, 5010034008991, 0782733620570, 0782733000013, 0782733000099, 0782733010043, 0782733012061, 0782733013532, 0782733015024, 0782733015048, 0782733015055, 0782733020936, 0782733020929]",120,1
rugenwalder-muhle,Rügenwalder Mühle,"[4000405002308, 0400405003084, 4000405001349, 4000405001318, 4000405002070, 4000405002100, 4000405002407, 4000405002636, 4000405002667, 4000405004340, 4000405005286, 07148815, 2300971002996, 4000405002810, 4000405001684, 2300978001497, 4000405001950, 4000026000448, 4000425401310, 4000405000007]",120,1
biothentic,Biothentic,"[3760092216037, 0227628013582, 3760092219229, 3760092216303, 3760092216389, 3760092216426, 3760092216402, 3701424000788, 3760092212282, 3760092212657, 3760092212923, 3760092213173, 3760092213425, 3760092215412, 3760092215481, 3760092215610, 3760092215801, 3760092215825, 3760092215894, 3760092215962]",120,1
